,Survived,Sex,Age,SibSp,Fare
815,0,0,29.69911764705882,0,0.0
816,0,1,23.0,0,7.925
817,0,0,31.0,1,37.0042
818,0,0,43.0,0,6.45
819,0,0,10.0,3,27.9
820,1,1,52.0,1,93.5
821,1,0,27.0,0,8.6625
822,0,0,38.0,0,0.0
823,1,1,27.0,0,12.475
824,0,0,2.0,4,39.6875
825,0,0,29.69911764705882,0,6.95
826,0,0,29.69911764705882,0,56.4958
827,1,0,1.0,0,37.0042
828,1,0,29.69911764705882,0,7.75
829,1,1,62.0,0,80.0
830,1,1,15.0,1,14.4542
831,1,0,0.83,1,18.75
832,0,0,29.69911764705882,0,7.2292
833,0,0,23.0,0,7.8542
834,0,0,18.0,0,8.3
835,1,1,39.0,1,83.1583
836,0,0,21.0,0,8.6625
837,0,0,29.69911764705882,0,8.05
838,1,0,32.0,0,56.4958
839,1,0,29.69911764705882,0,29.7
840,0,0,20.0,0,7.925
841,0,0,16.0,0,10.5
842,1,1,30.0,0,31.0
843,0,0,34.5,0,6.4375
844,0,0,17.0,0,8.6625
845,0,0,42.0,0,7.55
846,0,0,29.69911764705882,8,69.55
847,0,0,35.0,0,7.8958
848,0,0,28.0,0,33.0
849,1,1,29.69911764705882,1,89.1042
850,0,0,4.0,4,31.275
851,0,0,74.0,0,7.775
852,0,1,9.0,1,15.2458
853,1,1,16.0,0,39.4
854,0,1,44.0,1,26.0
855,1,1,18.0,0,9.35
856,1,1,45.0,1,164.8667
857,1,0,51.0,0,26.55
858,1,1,24.0,0,19.2583
859,0,0,29.69911764705882,0,7.2292
860,0,0,41.0,2,14.1083
861,0,0,21.0,1,11.5
862,1,1,48.0,0,25.9292
863,0,1,29.69911764705882,8,69.55
864,0,0,24.0,0,13.0
865,1,1,42.0,0,13.0
866,1,1,27.0,1,13.8583
867,0,0,31.0,0,50.4958
868,0,0,29.69911764705882,0,9.5
869,1,0,4.0,1,11.1333
870,0,0,26.0,0,7.8958
871,1,1,47.0,1,52.5542
872,0,0,33.0,0,5.0
873,0,0,47.0,0,9.0
874,1,1,28.0,1,24.0
875,1,1,15.0,0,7.225
876,0,0,20.0,0,9.8458
877,0,0,19.0,0,7.8958
878,0,0,29.69911764705882,0,7.8958
879,1,1,56.0,0,83.1583
880,1,1,25.0,0,26.0
881,0,0,33.0,0,7.8958
882,0,1,22.0,0,10.5167
883,0,0,28.0,0,10.5
884,0,0,25.0,0,7.05
885,0,1,39.0,0,29.125
886,0,0,27.0,0,13.0
887,1,1,19.0,0,30.0
888,0,1,29.69911764705882,1,23.45
889,1,0,26.0,0,30.0
890,0,0,32.0,0,7.75
